"annotator_id","kmeans_cluster","hc_cluster"
"Annotator_484","4","1"
"Annotator_485","4","1"
"Annotator_486","2","2"
"Annotator_487","4","1"
"Annotator_488","4","1"
"Annotator_489","4","5"
"Annotator_265","4","1"
"Annotator_709","2","2"
"Annotator_710","4","1"
"Annotator_711","2","2"
"Annotator_712","4","1"
"Annotator_713","4","1"
"Annotator_425","2","2"
"Annotator_426","4","1"
"Annotator_427","1","3"
"Annotator_428","4","1"
"Annotator_429","4","1"
"Annotator_430","4","4"
"Annotator_43","1","3"
"Annotator_596","2","2"
"Annotator_597","4","1"
"Annotator_598","4","1"
"Annotator_172","1","3"
"Annotator_333","1","3"
"Annotator_662","4","1"
"Annotator_663","4","1"
"Annotator_664","4","1"
"Annotator_665","4","1"
"Annotator_666","4","1"
"Annotator_667","2","2"
"Annotator_703","4","1"
"Annotator_704","4","1"
"Annotator_705","1","3"
"Annotator_706","2","2"
"Annotator_707","4","1"
"Annotator_708","4","1"
"Annotator_484","4","1"
"Annotator_485","4","1"
"Annotator_486","2","2"
"Annotator_487","4","1"
"Annotator_488","4","1"
"Annotator_489","4","5"
"Annotator_584","4","1"
"Annotator_585","4","1"
"Annotator_586","1","3"
"Annotator_587","4","1"
"Annotator_588","4","1"
"Annotator_589","4","1"
"Annotator_623","4","4"
"Annotator_624","4","1"
"Annotator_625","4","1"
"Annotator_626","4","8"
"Annotator_627","4","1"
"Annotator_628","4","1"
"Annotator_449","4","1"
"Annotator_450","4","1"
"Annotator_451","1","3"
"Annotator_452","4","1"
"Annotator_453","1","3"
"Annotator_454","4","1"
"Annotator_455","4","1"
"Annotator_456","4","1"
"Annotator_457","4","1"
"Annotator_458","4","1"
"Annotator_459","4","1"
"Annotator_460","4","1"
"Annotator_455","4","1"
"Annotator_456","4","1"
"Annotator_457","4","1"
"Annotator_458","4","1"
"Annotator_459","4","1"
"Annotator_460","4","1"
"Annotator_265","4","1"
"Annotator_709","2","2"
"Annotator_710","4","1"
"Annotator_711","2","2"
"Annotator_712","4","1"
"Annotator_713","4","1"
"Annotator_265","4","1"
"Annotator_709","2","2"
"Annotator_710","4","1"
"Annotator_711","2","2"
"Annotator_712","4","1"
"Annotator_713","4","1"
"Annotator_467","4","1"
"Annotator_468","4","1"
"Annotator_469","4","1"
"Annotator_470","4","4"
"Annotator_471","4","1"
"Annotator_472","4","4"
"Annotator_473","1","3"
"Annotator_474","4","1"
"Annotator_475","4","1"
"Annotator_476","4","1"
"Annotator_477","4","1"
"Annotator_27","4","1"
"Annotator_478","4","1"
"Annotator_479","2","2"
"Annotator_480","1","3"
"Annotator_481","4","1"
"Annotator_482","4","1"
"Annotator_483","4","1"
"Annotator_617","4","1"
"Annotator_618","2","2"
"Annotator_619","4","1"
"Annotator_620","4","1"
"Annotator_621","4","1"
"Annotator_622","4","1"
"Annotator_629","4","1"
"Annotator_630","4","1"
"Annotator_631","1","3"
"Annotator_632","4","9"
"Annotator_633","4","1"
"Annotator_634","4","1"
"Annotator_473","1","3"
"Annotator_474","4","1"
"Annotator_475","4","1"
"Annotator_476","4","1"
"Annotator_477","4","1"
"Annotator_27","4","1"
"Annotator_478","4","1"
"Annotator_479","2","2"
"Annotator_480","1","3"
"Annotator_481","4","1"
"Annotator_482","4","1"
"Annotator_483","4","1"
"Annotator_629","4","1"
"Annotator_630","4","1"
"Annotator_631","1","3"
"Annotator_632","4","9"
"Annotator_633","4","1"
"Annotator_634","4","1"
"Annotator_478","4","1"
"Annotator_479","2","2"
"Annotator_480","1","3"
"Annotator_481","4","1"
"Annotator_482","4","1"
"Annotator_483","4","1"
"Annotator_555","4","1"
"Annotator_556","4","1"
"Annotator_557","4","1"
"Annotator_558","4","1"
"Annotator_559","4","1"
"Annotator_560","2","2"
"Annotator_490","4","1"
"Annotator_491","2","2"
"Annotator_492","4","1"
"Annotator_493","4","1"
"Annotator_494","4","1"
"Annotator_495","4","1"
"Annotator_490","4","1"
"Annotator_491","2","2"
"Annotator_492","4","1"
"Annotator_493","4","1"
"Annotator_494","4","1"
"Annotator_495","4","1"
"Annotator_567","4","1"
"Annotator_568","4","1"
"Annotator_569","4","1"
"Annotator_570","1","3"
"Annotator_190","4","4"
"Annotator_571","4","1"
"Annotator_691","4","1"
"Annotator_692","4","1"
"Annotator_693","2","2"
"Annotator_694","1","3"
"Annotator_695","4","1"
"Annotator_696","4","1"
"Annotator_691","4","1"
"Annotator_692","4","1"
"Annotator_693","2","2"
"Annotator_694","1","3"
"Annotator_695","4","1"
"Annotator_696","4","1"
"Annotator_572","4","1"
"Annotator_573","4","1"
"Annotator_574","4","1"
"Annotator_575","4","1"
"Annotator_576","4","1"
"Annotator_577","4","6"
"Annotator_514","4","1"
"Annotator_515","4","1"
"Annotator_516","4","1"
"Annotator_517","4","1"
"Annotator_518","4","1"
"Annotator_519","4","1"
"Annotator_720","4","1"
"Annotator_721","4","1"
"Annotator_722","1","3"
"Annotator_723","4","1"
"Annotator_724","4","1"
"Annotator_725","4","1"
"Annotator_720","4","1"
"Annotator_721","4","1"
"Annotator_722","1","3"
"Annotator_723","4","1"
"Annotator_724","4","1"
"Annotator_725","4","1"
"Annotator_409","4","1"
"Annotator_410","4","1"
"Annotator_411","4","1"
"Annotator_412","4","1"
"Annotator_413","4","5"
"Annotator_414","4","1"
"Annotator_611","4","1"
"Annotator_612","4","1"
"Annotator_613","4","1"
"Annotator_614","2","6"
"Annotator_615","4","1"
"Annotator_616","4","1"
"Annotator_420","4","1"
"Annotator_296","4","1"
"Annotator_421","4","1"
"Annotator_422","4","1"
"Annotator_423","4","1"
"Annotator_424","4","1"
"Annotator_484","4","1"
"Annotator_485","4","1"
"Annotator_486","2","2"
"Annotator_487","4","1"
"Annotator_488","4","1"
"Annotator_489","4","5"
"Annotator_549","2","2"
"Annotator_550","2","4"
"Annotator_551","4","1"
"Annotator_552","4","1"
"Annotator_553","4","1"
"Annotator_554","2","2"
"Annotator_645","4","1"
"Annotator_646","4","4"
"Annotator_647","4","1"
"Annotator_648","2","2"
"Annotator_649","4","1"
"Annotator_650","4","5"
"Annotator_420","4","1"
"Annotator_296","4","1"
"Annotator_421","4","1"
"Annotator_422","4","1"
"Annotator_423","4","1"
"Annotator_424","4","1"
"Annotator_265","4","1"
"Annotator_709","2","2"
"Annotator_710","4","1"
"Annotator_711","2","2"
"Annotator_712","4","1"
"Annotator_713","4","1"
"Annotator_415","4","1"
"Annotator_416","4","6"
"Annotator_417","4","1"
"Annotator_418","2","2"
"Annotator_340","1","1"
"Annotator_419","4","5"
"Annotator_549","2","2"
"Annotator_550","2","4"
"Annotator_551","4","1"
"Annotator_552","4","1"
"Annotator_553","4","1"
"Annotator_554","2","2"
"Annotator_555","4","1"
"Annotator_556","4","1"
"Annotator_557","4","1"
"Annotator_558","4","1"
"Annotator_559","4","1"
"Annotator_560","2","2"
"Annotator_555","4","1"
"Annotator_556","4","1"
"Annotator_557","4","1"
"Annotator_558","4","1"
"Annotator_559","4","1"
"Annotator_560","2","2"
"Annotator_490","4","1"
"Annotator_491","2","2"
"Annotator_492","4","1"
"Annotator_493","4","1"
"Annotator_494","4","1"
"Annotator_495","4","1"
"Annotator_502","4","1"
"Annotator_503","2","2"
"Annotator_504","1","3"
"Annotator_505","4","1"
"Annotator_506","4","1"
"Annotator_507","4","1"
"Annotator_567","4","1"
"Annotator_568","4","1"
"Annotator_569","4","1"
"Annotator_570","1","3"
"Annotator_190","4","4"
"Annotator_571","4","1"
"Annotator_385","1","3"
"Annotator_657","4","1"
"Annotator_658","4","1"
"Annotator_659","4","1"
"Annotator_660","4","1"
"Annotator_661","4","4"
"Annotator_572","4","1"
"Annotator_573","4","1"
"Annotator_574","4","1"
"Annotator_575","4","1"
"Annotator_576","4","1"
"Annotator_577","4","6"
"Annotator_525","4","1"
"Annotator_526","4","1"
"Annotator_527","4","1"
"Annotator_528","4","1"
"Annotator_529","3","7"
"Annotator_530","4","1"
"Annotator_531","4","1"
"Annotator_532","4","1"
"Annotator_533","4","1"
"Annotator_534","4","1"
"Annotator_535","4","1"
"Annotator_536","4","1"
"Annotator_720","4","1"
"Annotator_721","4","1"
"Annotator_722","1","3"
"Annotator_723","4","1"
"Annotator_724","4","1"
"Annotator_725","4","1"
"Annotator_543","4","1"
"Annotator_544","4","8"
"Annotator_545","1","3"
"Annotator_546","2","2"
"Annotator_547","4","1"
"Annotator_548","4","1"
"Annotator_611","4","1"
"Annotator_612","4","1"
"Annotator_613","4","1"
"Annotator_614","2","6"
"Annotator_615","4","1"
"Annotator_616","4","1"
"Annotator_420","4","1"
"Annotator_296","4","1"
"Annotator_421","4","1"
"Annotator_422","4","1"
"Annotator_423","4","1"
"Annotator_424","4","1"
"Annotator_578","2","2"
"Annotator_579","4","1"
"Annotator_580","4","1"
"Annotator_581","1","3"
"Annotator_582","4","4"
"Annotator_583","4","1"
"Annotator_623","4","4"
"Annotator_624","4","1"
"Annotator_625","4","1"
"Annotator_626","4","8"
"Annotator_627","4","1"
"Annotator_628","4","1"
"Annotator_437","4","1"
"Annotator_438","4","6"
"Annotator_439","4","1"
"Annotator_440","4","1"
"Annotator_441","4","1"
"Annotator_442","4","5"
"Annotator_449","4","1"
"Annotator_450","4","1"
"Annotator_451","1","3"
"Annotator_452","4","1"
"Annotator_453","1","3"
"Annotator_454","4","1"
"Annotator_691","4","1"
"Annotator_692","4","1"
"Annotator_693","2","2"
"Annotator_694","1","3"
"Annotator_695","4","1"
"Annotator_696","4","1"
"Annotator_484","4","1"
"Annotator_485","4","1"
"Annotator_486","2","2"
"Annotator_487","4","1"
"Annotator_488","4","1"
"Annotator_489","4","5"
"Annotator_584","4","1"
"Annotator_585","4","1"
"Annotator_586","1","3"
"Annotator_587","4","1"
"Annotator_588","4","1"
"Annotator_589","4","1"
"Annotator_502","4","1"
"Annotator_503","2","2"
"Annotator_504","1","3"
"Annotator_505","4","1"
"Annotator_506","4","1"
"Annotator_507","4","1"
"Annotator_567","4","1"
"Annotator_568","4","1"
"Annotator_569","4","1"
"Annotator_570","1","3"
"Annotator_190","4","4"
"Annotator_571","4","1"
"Annotator_691","4","1"
"Annotator_692","4","1"
"Annotator_693","2","2"
"Annotator_694","1","3"
"Annotator_695","4","1"
"Annotator_696","4","1"
"Annotator_662","4","1"
"Annotator_663","4","1"
"Annotator_664","4","1"
"Annotator_665","4","1"
"Annotator_666","4","1"
"Annotator_667","2","2"
"Annotator_714","2","2"
"Annotator_715","4","1"
"Annotator_716","4","1"
"Annotator_717","4","1"
"Annotator_718","4","1"
"Annotator_719","4","1"
"Annotator_703","4","1"
"Annotator_704","4","1"
"Annotator_705","1","3"
"Annotator_706","2","2"
"Annotator_707","4","1"
"Annotator_708","4","1"
"Annotator_415","4","1"
"Annotator_416","4","6"
"Annotator_417","4","1"
"Annotator_418","2","2"
"Annotator_340","1","1"
"Annotator_419","4","5"
"Annotator_420","4","1"
"Annotator_296","4","1"
"Annotator_421","4","1"
"Annotator_422","4","1"
"Annotator_423","4","1"
"Annotator_424","4","1"
"Annotator_484","4","1"
"Annotator_485","4","1"
"Annotator_486","2","2"
"Annotator_487","4","1"
"Annotator_488","4","1"
"Annotator_489","4","5"
"Annotator_584","4","1"
"Annotator_585","4","1"
"Annotator_586","1","3"
"Annotator_587","4","1"
"Annotator_588","4","1"
"Annotator_589","4","1"
"Annotator_425","2","2"
"Annotator_426","4","1"
"Annotator_427","1","3"
"Annotator_428","4","1"
"Annotator_429","4","1"
"Annotator_430","4","4"
"Annotator_639","2","2"
"Annotator_640","4","1"
"Annotator_641","4","1"
"Annotator_642","2","5"
"Annotator_643","4","5"
"Annotator_644","2","6"
"Annotator_639","2","2"
"Annotator_640","4","1"
"Annotator_641","4","1"
"Annotator_642","2","5"
"Annotator_643","4","5"
"Annotator_644","2","6"
"Annotator_623","4","4"
"Annotator_624","4","1"
"Annotator_625","4","1"
"Annotator_626","4","8"
"Annotator_627","4","1"
"Annotator_628","4","1"
"Annotator_623","4","4"
"Annotator_624","4","1"
"Annotator_625","4","1"
"Annotator_626","4","8"
"Annotator_627","4","1"
"Annotator_628","4","1"
"Annotator_443","2","2"
"Annotator_444","2","2"
"Annotator_445","4","1"
"Annotator_446","4","1"
"Annotator_447","4","1"
"Annotator_448","1","1"
"Annotator_645","4","1"
"Annotator_646","4","4"
"Annotator_647","4","1"
"Annotator_648","2","2"
"Annotator_649","4","1"
"Annotator_650","4","5"
"Annotator_605","4","1"
"Annotator_606","4","1"
"Annotator_607","1","5"
"Annotator_608","2","2"
"Annotator_609","4","4"
"Annotator_610","4","1"
"Annotator_473","1","3"
"Annotator_474","4","1"
"Annotator_475","4","1"
"Annotator_476","4","1"
"Annotator_477","4","1"
"Annotator_27","4","1"
"Annotator_617","4","1"
"Annotator_618","2","2"
"Annotator_619","4","1"
"Annotator_620","4","1"
"Annotator_621","4","1"
"Annotator_622","4","1"
"Annotator_502","4","1"
"Annotator_503","2","2"
"Annotator_504","1","3"
"Annotator_505","4","1"
"Annotator_506","4","1"
"Annotator_507","4","1"
"Annotator_691","4","1"
"Annotator_692","4","1"
"Annotator_693","2","2"
"Annotator_694","1","3"
"Annotator_695","4","1"
"Annotator_696","4","1"
"Annotator_572","4","1"
"Annotator_573","4","1"
"Annotator_574","4","1"
"Annotator_575","4","1"
"Annotator_576","4","1"
"Annotator_577","4","6"
"Annotator_397","4","1"
"Annotator_398","4","1"
"Annotator_399","4","1"
"Annotator_400","4","1"
"Annotator_401","4","1"
"Annotator_402","4","4"
"Annotator_397","4","1"
"Annotator_398","4","1"
"Annotator_399","4","1"
"Annotator_400","4","1"
"Annotator_401","4","1"
"Annotator_402","4","4"
"Annotator_514","4","1"
"Annotator_515","4","1"
"Annotator_516","4","1"
"Annotator_517","4","1"
"Annotator_518","4","1"
"Annotator_519","4","1"
"Annotator_520","4","1"
"Annotator_521","4","1"
"Annotator_522","1","3"
"Annotator_523","4","1"
"Annotator_524","4","1"
"Annotator_117","1","3"
"Annotator_605","4","1"
"Annotator_606","4","1"
"Annotator_607","1","5"
"Annotator_608","2","2"
"Annotator_609","4","4"
"Annotator_610","4","1"
"Annotator_543","4","1"
"Annotator_544","4","8"
"Annotator_545","1","3"
"Annotator_546","2","2"
"Annotator_547","4","1"
"Annotator_548","4","1"
"Annotator_714","2","2"
"Annotator_715","4","1"
"Annotator_716","4","1"
"Annotator_717","4","1"
"Annotator_718","4","1"
"Annotator_719","4","1"
"Annotator_611","4","1"
"Annotator_612","4","1"
"Annotator_613","4","1"
"Annotator_614","2","6"
"Annotator_615","4","1"
"Annotator_616","4","1"
"Annotator_590","4","1"
"Annotator_591","2","2"
"Annotator_592","4","1"
"Annotator_593","1","3"
"Annotator_594","4","1"
"Annotator_595","4","4"
"Annotator_484","4","1"
"Annotator_485","4","1"
"Annotator_486","2","2"
"Annotator_487","4","1"
"Annotator_488","4","1"
"Annotator_489","4","5"
"Annotator_425","2","2"
"Annotator_426","4","1"
"Annotator_427","1","3"
"Annotator_428","4","1"
"Annotator_429","4","1"
"Annotator_430","4","4"
"Annotator_639","2","2"
"Annotator_640","4","1"
"Annotator_641","4","1"
"Annotator_642","2","5"
"Annotator_643","4","5"
"Annotator_644","2","6"
"Annotator_431","1","3"
"Annotator_432","4","1"
"Annotator_433","4","1"
"Annotator_434","4","1"
"Annotator_435","4","4"
"Annotator_436","4","1"
"Annotator_645","4","1"
"Annotator_646","4","4"
"Annotator_647","4","1"
"Annotator_648","2","2"
"Annotator_649","4","1"
"Annotator_650","4","5"
"Annotator_431","1","3"
"Annotator_432","4","1"
"Annotator_433","4","1"
"Annotator_434","4","1"
"Annotator_435","4","4"
"Annotator_436","4","1"
"Annotator_467","4","1"
"Annotator_468","4","1"
"Annotator_469","4","1"
"Annotator_470","4","4"
"Annotator_471","4","1"
"Annotator_472","4","4"
"Annotator_645","4","1"
"Annotator_646","4","4"
"Annotator_647","4","1"
"Annotator_648","2","2"
"Annotator_649","4","1"
"Annotator_650","4","5"
"Annotator_508","4","1"
"Annotator_509","4","1"
"Annotator_510","1","3"
"Annotator_511","4","1"
"Annotator_512","2","2"
"Annotator_513","2","2"
"Annotator_720","4","1"
"Annotator_721","4","1"
"Annotator_722","1","3"
"Annotator_723","4","1"
"Annotator_724","4","1"
"Annotator_725","4","1"
"Annotator_409","4","1"
"Annotator_410","4","1"
"Annotator_411","4","1"
"Annotator_412","4","1"
"Annotator_413","4","5"
"Annotator_414","4","1"
"Annotator_409","4","1"
"Annotator_410","4","1"
"Annotator_411","4","1"
"Annotator_412","4","1"
"Annotator_413","4","5"
"Annotator_414","4","1"
"Annotator_703","4","1"
"Annotator_704","4","1"
"Annotator_705","1","3"
"Annotator_706","2","2"
"Annotator_707","4","1"
"Annotator_708","4","1"
"Annotator_415","4","1"
"Annotator_416","4","6"
"Annotator_417","4","1"
"Annotator_418","2","2"
"Annotator_340","1","1"
"Annotator_419","4","5"
"Annotator_415","4","1"
"Annotator_416","4","6"
"Annotator_417","4","1"
"Annotator_418","2","2"
"Annotator_340","1","1"
"Annotator_419","4","5"
"Annotator_484","4","1"
"Annotator_485","4","1"
"Annotator_486","2","2"
"Annotator_487","4","1"
"Annotator_488","4","1"
"Annotator_489","4","5"
"Annotator_639","2","2"
"Annotator_640","4","1"
"Annotator_641","4","1"
"Annotator_642","2","5"
"Annotator_643","4","5"
"Annotator_644","2","6"
"Annotator_639","2","2"
"Annotator_640","4","1"
"Annotator_641","4","1"
"Annotator_642","2","5"
"Annotator_643","4","5"
"Annotator_644","2","6"
"Annotator_449","4","1"
"Annotator_450","4","1"
"Annotator_451","1","3"
"Annotator_452","4","1"
"Annotator_453","1","3"
"Annotator_454","4","1"
"Annotator_449","4","1"
"Annotator_450","4","1"
"Annotator_451","1","3"
"Annotator_452","4","1"
"Annotator_453","1","3"
"Annotator_454","4","1"
"Annotator_455","4","1"
"Annotator_456","4","1"
"Annotator_457","4","1"
"Annotator_458","4","1"
"Annotator_459","4","1"
"Annotator_460","4","1"
"Annotator_455","4","1"
"Annotator_456","4","1"
"Annotator_457","4","1"
"Annotator_458","4","1"
"Annotator_459","4","1"
"Annotator_460","4","1"
"Annotator_265","4","1"
"Annotator_709","2","2"
"Annotator_710","4","1"
"Annotator_711","2","2"
"Annotator_712","4","1"
"Annotator_713","4","1"
"Annotator_473","1","3"
"Annotator_474","4","1"
"Annotator_475","4","1"
"Annotator_476","4","1"
"Annotator_477","4","1"
"Annotator_27","4","1"
"Annotator_265","4","1"
"Annotator_709","2","2"
"Annotator_710","4","1"
"Annotator_711","2","2"
"Annotator_712","4","1"
"Annotator_713","4","1"
"Annotator_473","1","3"
"Annotator_474","4","1"
"Annotator_475","4","1"
"Annotator_476","4","1"
"Annotator_477","4","1"
"Annotator_27","4","1"
"Annotator_443","2","2"
"Annotator_444","2","2"
"Annotator_445","4","1"
"Annotator_446","4","1"
"Annotator_447","4","1"
"Annotator_448","1","1"
"Annotator_473","1","3"
"Annotator_474","4","1"
"Annotator_475","4","1"
"Annotator_476","4","1"
"Annotator_477","4","1"
"Annotator_27","4","1"
"Annotator_391","4","1"
"Annotator_392","2","2"
"Annotator_393","4","1"
"Annotator_394","1","3"
"Annotator_395","4","1"
"Annotator_396","4","1"
"Annotator_490","4","1"
"Annotator_491","2","2"
"Annotator_492","4","1"
"Annotator_493","4","1"
"Annotator_494","4","1"
"Annotator_495","4","1"
"Annotator_43","1","3"
"Annotator_596","2","2"
"Annotator_597","4","1"
"Annotator_598","4","1"
"Annotator_172","1","3"
"Annotator_333","1","3"
"Annotator_572","4","1"
"Annotator_573","4","1"
"Annotator_574","4","1"
"Annotator_575","4","1"
"Annotator_576","4","1"
"Annotator_577","4","6"
"Annotator_572","4","1"
"Annotator_573","4","1"
"Annotator_574","4","1"
"Annotator_575","4","1"
"Annotator_576","4","1"
"Annotator_577","4","6"
"Annotator_572","4","1"
"Annotator_573","4","1"
"Annotator_574","4","1"
"Annotator_575","4","1"
"Annotator_576","4","1"
"Annotator_577","4","6"
"Annotator_572","4","1"
"Annotator_573","4","1"
"Annotator_574","4","1"
"Annotator_575","4","1"
"Annotator_576","4","1"
"Annotator_577","4","6"
"Annotator_397","4","1"
"Annotator_398","4","1"
"Annotator_399","4","1"
"Annotator_400","4","1"
"Annotator_401","4","1"
"Annotator_402","4","4"
"Annotator_514","4","1"
"Annotator_515","4","1"
"Annotator_516","4","1"
"Annotator_517","4","1"
"Annotator_518","4","1"
"Annotator_519","4","1"
"Annotator_520","4","1"
"Annotator_521","4","1"
"Annotator_522","1","3"
"Annotator_523","4","1"
"Annotator_524","4","1"
"Annotator_117","1","3"
"Annotator_525","4","1"
"Annotator_526","4","1"
"Annotator_527","4","1"
